דרך,כיוון,שנה,חודש,ממוצע יומי באלפים,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,0,2019,11,36.9,425,247,162,137,272,1108,1877,2285,2125,1984,1970,2017,2092,2131,2268,2481,2452,2274,2112,2014,1582,1133,945,768
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,1,2019,11,18.4,209,111,79,69,165,800,1123,1085,1033,1009,999,1000,1056,1065,1103,1161,1126,1074,1043,976,728,567,488,364
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,2,2019,11,18.4,216,136,83,68,107,308,754,1200,1092,975,971,1017,1037,1066,1165,1320,1326,1199,1069,1038,853,567,457,404
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,0,2020,3,33.3,549,308,202,140,144,321,1036,1681,1980,1891,1900,1913,1977,2041,2071,2228,2229,2210,2004,1900,1682,1183,939,776
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,1,2020,3,16.8,260,144,99,73,81,198,735,947,960,917,965,971,991,1032,1047,1100,1050,974,940,921,829,622,505,406
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,2,2020,3,16.5,288,164,102,68,63,123,302,734,1020,974,935,941,986,1009,1024,1128,1179,1235,1064,979,853,561,434,370
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,0,2021,1,32.8,301,157,113,107,173,552,1254,1820,2023,2316,2235,2211,2386,2312,2282,2227,1968,1781,1797,1595,1254,829,626,510
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,1,2021,1,16.3,219,109,72,55,61,137,458,952,1047,1062,934,1011,1078,1132,1152,1118,1115,998,844,805,713,517,392,319
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,2,2021,1,16.5,82,48,41,52,113,415,797,868,976,1253,1300,1200,1309,1181,1129,1109,853,783,953,790,541,312,234,191
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,0,2022,1,31.2,347,198,144,114,186,680,1244,1784,1943,1854,1923,1919,1939,2071,2109,2167,2095,1906,1659,1481,1193,933,737,573
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,1,2022,1,15.2,200,108,75,55,73,200,464,903,964,880,908,950,950,1038,1045,1083,1113,1008,830,707,564,429,360,309
דרך 4 קטע 185 מק''מ 156.2 עד ק''מ 159.5 מצומת יער חדרה עד צומת חדרה מקום הצבה 156.3,2,2022,1,16.0,147,90,69,59,113,480,779,881,980,973,1015,969,989,1033,1064,1084,983,897,829,774,629,503,376,264
דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,0,2017,12,36.5,341,201,142,128,252,876,1911,2538,2244,2166,2247,2295,2269,2251,2309,2469,2332,2160,1960,1658,1255,947,874,630
דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,דרך: דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,1,2017,12,19.0,177,105,75,69,135,494,1004,1325,1291,1164,1144,1122,1094,1089,1188,1366,1269,1166,971,836,618,493,441,357
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,2,2017,12,17.5,164,96,66,59,117,382,907,1213,953,1002,1103,1173,1175,1162,1121,1102,1063,995,989,822,637,455,433,273
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,0,2018,4,35.7,378,211,157,131,262,854,1670,2372,2355,2160,2214,2156,2178,2099,2245,2479,2332,2138,1760,1576,1253,1104,972,669
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,1,2018,4,17.9,189,106,78,66,131,427,835,1186,1178,1080,1107,1078,1089,1050,1122,1239,1166,1069,880,788,627,552,486,335
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,0,2019,11,57.8,509,271,219,197,471,1647,3089,4070,4052,3488,3296,3327,3203,3279,3608,3994,4324,3783,2989,2689,1779,1377,1231,950
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,1,2019,11,28.9,254,135,109,98,236,824,1545,2035,2026,1744,1648,1664,1602,1639,1804,1997,2162,1892,1495,1345,889,688,616,475
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,0,2020,3,30.1,499,284,171,132,114,218,721,1453,1848,1818,1838,1945,1997,2012,1916,1953,1940,1913,1720,1586,1393,1048,810,736
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,1,2020,3,15.4,251,143,86,74,60,121,396,760,988,982,970,999,997,983,955,1015,993,985,876,786,690,523,402,352
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,2,2020,3,14.7,248,141,85,59,54,97,325,693,859,837,868,947,1000,1029,961,938,947,928,844,800,702,526,407,385
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,0,2021,8,31.0,701,391,247,144,166,456,1086,1461,1627,1637,1792,1854,1887,1866,1852,1892,1990,1962,1792,1634,1437,1107,1040,947
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,1,2021,8,15.3,337,211,138,72,79,210,546,688,754,763,848,911,1008,951,959,925,989,996,930,816,698,523,484,449
דרך 4 קטע 190 מק''מ 159.5 עד ק''מ 161.4 מצומת חדרה עד צומת חרושת מקום הצבה 161.1,2,2021,8,15.7,363,179,109,73,87,246,540,773,873,874,943,943,879,915,893,968,1001,966,862,818,740,584,557,498
דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,דרך: דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,0,2017,8,31.9,569,308,204,176,289,666,1357,1764,1745,1775,1739,1818,1808,1832,1865,2047,2135,2052,1811,1611,1410,1173,960,828
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,1,2017,8,16.1,346,186,125,90,134,287,728,924,868,879,843,900,873,889,885,992,1010,1013,935,831,717,618,533,462
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,2,2017,8,15.9,223,122,79,86,155,379,629,840,877,896,896,918,935,943,981,1055,1125,1039,877,779,693,554,428,366
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,0,2018,1,30.0,355,208,165,153,257,659,1361,2042,1929,1716,1646,1699,1723,1804,1920,2129,1948,1831,1636,1440,1153,887,740,591
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,1,2018,1,15.0,221,120,84,71,98,313,736,1068,1003,850,799,848,812,863,940,1064,925,874,792,698,584,463,400,340
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,2,2018,1,15.0,133,88,80,82,158,346,625,974,927,866,847,851,911,941,980,1065,1022,957,845,742,568,424,340,251
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,0,2019,4,35.7,497,274,182,185,256,744,1601,2303,2229,2017,1971,2072,2085,2217,2249,2489,2286,2125,1847,1671,1496,1187,962,785
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,1,2019,4,18.2,319,157,101,90,109,349,861,1191,1199,986,986,1031,1045,1099,1124,1261,1094,1044,909,833,750,648,556,468
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,2,2019,4,17.5,178,117,81,95,147,396,740,1112,1030,1030,986,1041,1040,1118,1126,1228,1191,1082,938,837,746,539,407,317
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,0,2020,6,37.1,661,429,244,182,215,514,1268,1917,2218,2017,2037,2124,2241,2273,2308,2421,2458,2376,2101,1894,1622,1462,1191,950
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,1,2020,6,18.7,379,262,142,102,94,211,593,964,1143,971,989,1033,1091,1096,1106,1216,1192,1183,1113,1026,872,777,647,524
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,2,2020,6,18.4,281,168,101,80,121,303,674,953,1076,1046,1047,1091,1150,1177,1201,1205,1267,1194,988,868,751,684,543,427
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,0,2021,3,36.9,424,250,162,146,213,632,1556,2189,2358,2123,2157,2280,2332,2399,2445,2613,2604,2321,1969,1698,1416,1103,831,676
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,1,2021,3,18.3,186,113,69,72,121,341,825,1116,1151,1036,1036,1092,1175,1236,1260,1332,1326,1162,969,829,658,510,371,309
דרך 4 קטע 20 מק''מ 55.0 עד ק''מ 63.7 מצומת יד מרדכי עד צומת אשקלון מקום הצבה 55.4,2,2021,3,18.6,238,138,93,75,92,290,731,1074,1207,1087,1121,1188,1157,1163,1185,1280,1277,1159,1000,868,758,592,459,366
דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,דרך: דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,0,2017,12,36.1,374,232,145,125,178,503,1335,1741,1729,1913,2236,2499,2557,2515,2523,2691,2459,2174,1974,1723,1448,1167,1007,823
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,2,2017,12,18.0,187,116,72,62,89,251,668,871,864,956,1118,1249,1278,1257,1261,1346,1230,1087,987,861,724,584,503,412
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,0,2018,4,35.9,333,192,139,121,193,718,1757,2399,2231,2073,2167,2189,2249,2176,2312,2535,2492,2119,1876,1613,1350,1110,937,657
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,1,2018,4,18.3,168,95,69,63,121,466,1130,1507,1358,1143,1124,1055,1058,999,1085,1126,1120,1043,906,771,623,498,490,302
